stage,roi,condition,trial_index,amp_uV,peak_latency_ms
After ICA,Parieto-occipital ROI,familiar,202,-2.617637564153561,494.0
After ICA,Parieto-occipital ROI,familiar,203,1.5410092989565414,426.0
After ICA,Parieto-occipital ROI,familiar,204,3.7497425573337693,421.0
After ICA,Parieto-occipital ROI,familiar,205,-0.9693006096356651,500.0
After ICA,Parieto-occipital ROI,familiar,206,-0.7738621082877699,448.0
After ICA,Parieto-occipital ROI,familiar,207,11.656780112289518,464.0
After ICA,Parieto-occipital ROI,familiar,208,5.346350839806894,365.0
After ICA,Parieto-occipital ROI,familiar,209,-12.794116732362502,326.0
After ICA,Parieto-occipital ROI,familiar,210,-5.922340328650364,325.0
After ICA,Parieto-occipital ROI,familiar,211,-1.0462463670011797,354.0
After ICA,Parieto-occipital ROI,familiar,212,4.661667932639009,479.0
After ICA,Parieto-occipital ROI,familiar,213,3.5273184043384354,498.0
After ICA,Parieto-occipital ROI,familiar,214,3.532009008886113,373.0
After ICA,Parieto-occipital ROI,familiar,215,8.05852937391361,381.0
After ICA,Parieto-occipital ROI,familiar,216,8.698549577611896,301.0
After ICA,Parieto-occipital ROI,familiar,217,8.04652538959029,300.0
After ICA,Parieto-occipital ROI,familiar,218,-5.160831537934209,456.0
After ICA,Parieto-occipital ROI,familiar,219,8.594406871725543,331.0
After ICA,Parieto-occipital ROI,familiar,220,2.867595693959084,407.0
After ICA,Parieto-occipital ROI,familiar,221,-3.4272208252430407,419.0
After ICA,Parieto-occipital ROI,familiar,222,2.5872742843597174,311.0
After ICA,Parieto-occipital ROI,familiar,223,-11.33717839566826,457.0
After ICA,Parieto-occipital ROI,familiar,224,5.646230021921216,416.0
After ICA,Parieto-occipital ROI,familiar,225,-10.572975899104295,443.0
After ICA,Parieto-occipital ROI,familiar,226,2.8275183080593167,440.0
After ICA,Parieto-occipital ROI,familiar,227,-1.8740714144047588,300.0
After ICA,Parieto-occipital ROI,familiar,228,14.270904363910546,391.0
After ICA,Parieto-occipital ROI,familiar,229,2.4099178889404786,352.0
After ICA,Parieto-occipital ROI,familiar,230,8.214267231215363,476.0
After ICA,Parieto-occipital ROI,familiar,231,-3.725860059723664,372.0
After ICA,Parieto-occipital ROI,familiar,232,0.10762351860813053,415.0
After ICA,Parieto-occipital ROI,familiar,233,15.85216055425341,300.0
After ICA,Parieto-occipital ROI,familiar,234,17.95983522750197,384.0
After ICA,Parieto-occipital ROI,familiar,235,0.050110521407118615,372.0
After ICA,Parieto-occipital ROI,familiar,236,-4.983044605701376,330.0
After ICA,Parieto-occipital ROI,familiar,237,-0.7147151600444696,377.0
After ICA,Parieto-occipital ROI,familiar,238,2.5757331443003184,475.0
After ICA,Parieto-occipital ROI,familiar,239,-7.607784779456,481.0
After ICA,Parieto-occipital ROI,familiar,240,-3.4312538315609133,355.0
After ICA,Parieto-occipital ROI,familiar,241,-10.165970379463868,360.0
After ICA,Parieto-occipital ROI,familiar,242,23.21772302413193,500.0
After ICA,Parieto-occipital ROI,familiar,243,7.823254400684099,500.0
After ICA,Parieto-occipital ROI,familiar,244,-10.68814765326051,300.0
After ICA,Parieto-occipital ROI,familiar,245,-5.024644555703523,412.0
After ICA,Parieto-occipital ROI,familiar,246,14.34324425105709,500.0
After ICA,Parieto-occipital ROI,familiar,247,-11.172928075722227,333.0
After ICA,Parieto-occipital ROI,familiar,248,17.041223318619995,465.0
After ICA,Parieto-occipital ROI,familiar,249,0.19979332836161603,470.0
After ICA,Parieto-occipital ROI,familiar,250,-2.2124159733043163,368.0
After ICA,Parieto-occipital ROI,familiar,251,1.515452396235334,311.0
After ICA,Parieto-occipital ROI,familiar,252,-4.304413419822461,443.0
After ICA,Parieto-occipital ROI,familiar,253,1.874664402919758,392.0
After ICA,Parieto-occipital ROI,familiar,254,-7.8183457479317395,500.0
After ICA,Parieto-occipital ROI,familiar,255,-16.060729575792262,462.0
After ICA,Parieto-occipital ROI,familiar,256,-1.5788285260825408,371.0
After ICA,Parieto-occipital ROI,familiar,257,-8.882534972217126,341.0
After ICA,Parieto-occipital ROI,familiar,258,-16.275988480464967,309.0
After ICA,Parieto-occipital ROI,familiar,259,-4.258121254467433,439.0
After ICA,Parieto-occipital ROI,familiar,260,8.347477222313357,306.0
After ICA,Parieto-occipital ROI,familiar,261,-3.6684481851824557,434.0
After ICA,Parieto-occipital ROI,familiar,262,-8.23895058848531,381.0
After ICA,Parieto-occipital ROI,familiar,263,-1.676658089666796,444.0
After ICA,Parieto-occipital ROI,familiar,264,-9.39841925522466,470.0
After ICA,Parieto-occipital ROI,familiar,265,1.302426004351312,322.0
After ICA,Parieto-occipital ROI,familiar,266,-15.115577333862595,301.0
After ICA,Parieto-occipital ROI,familiar,267,-12.102558955194961,346.0
After ICA,Parieto-occipital ROI,familiar,268,-6.687621398345158,300.0
After ICA,Parieto-occipital ROI,familiar,269,-3.177452994025306,377.0
After ICA,Parieto-occipital ROI,familiar,270,-0.6589736948332705,303.0
After ICA,Parieto-occipital ROI,familiar,271,-1.6680664284602966,304.0
After ICA,Parieto-occipital ROI,familiar,272,-2.2379147967860993,357.0
After ICA,Parieto-occipital ROI,familiar,273,9.952591932166415,380.0
After ICA,Parieto-occipital ROI,familiar,274,4.381885340608661,303.0
After ICA,Parieto-occipital ROI,familiar,275,6.207427163982906,309.0
After ICA,Parieto-occipital ROI,familiar,276,-11.170755912639706,316.0
After ICA,Parieto-occipital ROI,familiar,277,-15.57971339827262,434.0
After ICA,Parieto-occipital ROI,familiar,278,-18.732279018887315,500.0
After ICA,Parieto-occipital ROI,familiar,279,-7.844878214077462,408.0
After ICA,Parieto-occipital ROI,familiar,280,-7.491883829665475,342.0
After ICA,Parieto-occipital ROI,familiar,281,8.445422115018001,382.0
After ICA,Parieto-occipital ROI,familiar,282,-0.8201920888035067,472.0
After ICA,Parieto-occipital ROI,familiar,283,-4.8278773519012566,323.0
After ICA,Parieto-occipital ROI,familiar,284,10.502492378529343,406.0
After ICA,Parieto-occipital ROI,familiar,285,-14.342719789319917,468.0
After ICA,Parieto-occipital ROI,familiar,286,4.194873239498932,312.0
After ICA,Parieto-occipital ROI,familiar,287,-14.271672944254359,460.0
After ICA,Parieto-occipital ROI,familiar,288,4.619137725068647,381.0
After ICA,Parieto-occipital ROI,familiar,289,-0.8094046103013491,355.0
After ICA,Parieto-occipital ROI,familiar,290,-10.249355092204407,327.0
After ICA,Parieto-occipital ROI,familiar,291,-5.4967798068894576,436.0
After ICA,Parieto-occipital ROI,familiar,292,0.5284592655159637,499.0
After ICA,Parieto-occipital ROI,familiar,293,-5.024109174092945,494.0
After ICA,Parieto-occipital ROI,familiar,294,-13.110111894269751,321.0
After ICA,Parieto-occipital ROI,familiar,295,-8.49684552364336,453.0
After ICA,Parieto-occipital ROI,familiar,296,8.891318247756118,400.0
After ICA,Parieto-occipital ROI,familiar,297,11.129468834884372,456.0
After ICA,Parieto-occipital ROI,familiar,298,1.817235820646209,404.0
After ICA,Parieto-occipital ROI,familiar,299,-6.664860941004736,437.0
After ICA,Parieto-occipital ROI,familiar,300,6.213048599145018,500.0
After ICA,Parieto-occipital ROI,familiar,301,-5.265571748297673,304.0
After ICA,Parieto-occipital ROI,familiar,302,1.0587867186832642,316.0
After ICA,Parieto-occipital ROI,familiar,303,3.9033398068456373,428.0
After ICA,Parieto-occipital ROI,familiar,304,13.163103637418477,372.0
After ICA,Parieto-occipital ROI,familiar,305,4.09211946876391,437.0
After ICA,Parieto-occipital ROI,familiar,306,-2.222969265843298,476.0
After ICA,Parieto-occipital ROI,familiar,307,-6.650893891795995,461.0
After ICA,Parieto-occipital ROI,familiar,308,-3.261808321703043,347.0
After ICA,Parieto-occipital ROI,familiar,309,8.268726157058715,499.0
After ICA,Parieto-occipital ROI,familiar,310,-0.579156901513253,307.0
After ICA,Parieto-occipital ROI,familiar,311,-9.859918212558313,323.0
After ICA,Parieto-occipital ROI,familiar,312,-8.57170087623639,300.0
After ICA,Parieto-occipital ROI,familiar,313,-1.2695526380201076,432.0
