Stage,ROI,Channels Used,Time (ms),Cohen's d
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",207.0,-0.0039253190000883885
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",208.0,-0.002594515715474817
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",209.0,-0.00043617897288985186
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",210.0,0.0022884041695068074
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",211.0,0.005159150775248265
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",212.0,0.007699357103636757
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",213.0,0.009485607465418794
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",214.0,0.010232910510303214
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",215.0,0.009846982131916338
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",216.0,0.008440440691276726
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",217.0,0.006305370591693264
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",218.0,0.0038441865535362484
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",219.0,0.0014784432287556798
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",220.0,-0.0004372803312209995
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",221.0,-0.001673801514797133
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",222.0,-0.002143740033132763
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",223.0,-0.001875942009490309
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",224.0,-0.0009670638627578853
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",225.0,0.00046269669729835536
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",226.0,0.002292655824063397
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",227.0,0.004403452727078128
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",228.0,0.006667206171031926
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",229.0,0.008938030313608607
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",230.0,0.011055482762185405
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",231.0,0.012872349777301942
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",232.0,0.014307504214725368
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",233.0,0.015402802797675025
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",234.0,0.016347054670790197
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",235.0,0.017437569356958206
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",236.0,0.018976901096961152
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",237.0,0.021135644617679163
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",238.0,0.023839117575266956
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",239.0,0.0267413744059898
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",240.0,0.029320487432359293
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",241.0,0.031071212403198056
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",242.0,0.03171522921224626
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",243.0,0.03133279435874572
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",244.0,0.03035645778000471
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",245.0,0.02943526778387883
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",246.0,0.029233115969761855
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",247.0,0.030240961781448535
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",248.0,0.03266258797309256
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",249.0,0.03639525064867482
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",250.0,0.04108716551009128
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",251.0,0.04623115112924251
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",252.0,0.05126015840083536
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",253.0,0.055634924764203134
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",254.0,0.05892740031750649
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",255.0,0.060895516803597165
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",256.0,0.061536037375082064
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",257.0,0.061103583513621135
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",258.0,0.06008341160093462
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",259.0,0.059102025144865615
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",260.0,0.05877713219013373
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",261.0,0.059547531277147785
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",262.0,0.06154768886847724
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",263.0,0.0645785379646509
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",264.0,0.06818418694054534
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",265.0,0.07179508357054457
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",266.0,0.0748697182490473
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",267.0,0.07698755548799333
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",268.0,0.077897827905495
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",269.0,0.07755458835094933
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",270.0,0.07614490240349046
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",271.0,0.07408464123004638
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",272.0,0.07195840071624261
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",273.0,0.07040848325895789
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",274.0,0.06999755604929743
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",275.0,0.07107593452924453
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",276.0,0.0736912475424367
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",277.0,0.07757798358859214
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",278.0,0.08224530974658843
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",279.0,0.08715007779822177
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",280.0,0.09190340978010525
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",281.0,0.09642233668961007
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",282.0,0.10094347944711342
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",283.0,0.10588900710341773
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",284.0,0.11166159044402879
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",285.0,0.11846979854906396
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",286.0,0.1262505069021016
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",287.0,0.1347056635815477
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",288.0,0.1434333716657069
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",289.0,0.15210337060694626
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",290.0,0.16060206042711397
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",291.0,0.1690712053259995
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",292.0,0.17781382434516751
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",293.0,0.18712116752925195
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",294.0,0.1971239218488031
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",295.0,0.20774539667191483
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",296.0,0.2187578975182758
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",297.0,0.22988128813896777
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",298.0,0.24086371624255318
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",299.0,0.25152853109287776
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",300.0,0.2618011321395108
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",301.0,0.271723954971811
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",302.0,0.28145504916920955
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",303.0,0.2912457582355629
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",304.0,0.30139342950954584
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",305.0,0.3121562562738846
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",306.0,0.3236231622764447
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",307.0,0.33557827879483093
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",308.0,0.34745706284013816
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",309.0,0.35848108513276733
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",310.0,0.3679394537278847
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",311.0,0.37544841096775183
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",312.0,0.3810345654412222
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",313.0,0.3850555759277834
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",314.0,0.3880854267237046
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",315.0,0.3908272340103561
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",316.0,0.39400253562810983
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",317.0,0.39816397619450355
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",318.0,0.4034782072763987
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",319.0,0.40959966511042806
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",320.0,0.4157299342155489
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",321.0,0.42085978216829584
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",322.0,0.4240904412170711
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",323.0,0.4248992943816144
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",324.0,0.42327618586378457
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",325.0,0.419742821541446
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",326.0,0.4152891991272749
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",327.0,0.4112228395913062
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",328.0,0.4089118540625637
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",329.0,0.40945653210757277
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",330.0,0.41339497304992445
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",331.0,0.4205617777840937
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",332.0,0.4301559916002433
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",333.0,0.44097069685560003
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",334.0,0.4516645952290198
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",335.0,0.46098827503885703
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",336.0,0.4679801322201351
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",337.0,0.47216635782231237
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",338.0,0.47369089987648627
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",339.0,0.4732492269341707
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",340.0,0.47183183515839344
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",341.0,0.4704334865123935
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",342.0,0.4698605561846228
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",343.0,0.47064566587757134
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",344.0,0.47302630524619704
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",345.0,0.4769734209609667
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",346.0,0.4822676568681514
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",347.0,0.48857776545963905
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",348.0,0.4954734434734133
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",349.0,0.5023767338430208
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",350.0,0.5085646441736166
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",351.0,0.5133336647143184
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",352.0,0.5162745279887135
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",353.0,0.5174439959519569
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",354.0,0.5172749105456956
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",355.0,0.5163063274906767
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",356.0,0.514968396610115
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",357.0,0.5135708142166436
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",358.0,0.5124338596966345
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",359.0,0.5119717602042558
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",360.0,0.5126031734733799
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",361.0,0.5145548165121641
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",362.0,0.5177393577055991
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",363.0,0.5218146833296875
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",364.0,0.5263542702197348
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",365.0,0.5309599587843942
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",366.0,0.5352372394093039
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",367.0,0.5387289683981514
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",368.0,0.5409511759936084
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",369.0,0.5415450075429453
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",370.0,0.5404158530953054
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",371.0,0.5377415482638483
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",372.0,0.5338722159785628
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",373.0,0.5292411985242834
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",374.0,0.524352180162499
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",375.0,0.5197843937800009
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",376.0,0.5161223721261119
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",377.0,0.5138101313785289
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",378.0,0.5130316600640266
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",379.0,0.5137057040337759
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",380.0,0.5155751065134472
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",381.0,0.5182947398785628
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",382.0,0.521455636788496
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",383.0,0.5245769058437182
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",384.0,0.5271403540062736
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",385.0,0.5286917261457292
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",386.0,0.528952193262725
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",387.0,0.5278649778380173
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",388.0,0.5255639872160713
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",389.0,0.5223202761118833
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",390.0,0.518518737096835
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",391.0,0.5146473886077129
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",392.0,0.5112316525770494
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",393.0,0.5086835926722753
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",394.0,0.5071331510624623
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",395.0,0.5063635581823748
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",396.0,0.5059224457440972
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",397.0,0.505348821280062
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",398.0,0.5043504304007159
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",399.0,0.5028073349103851
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",400.0,0.500648820817999
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",401.0,0.49776389539920346
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",402.0,0.4940342212685906
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",403.0,0.48942860764764295
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",404.0,0.48405082048469694
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",405.0,0.4781105515541326
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",406.0,0.47186203265902726
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",407.0,0.46555330186384647
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",408.0,0.4593997022119867
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",409.0,0.4535880820344591
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",410.0,0.44831216266425117
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",411.0,0.443811718515427
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",412.0,0.44036703947431977
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",413.0,0.43822242316291865
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",414.0,0.4374678009627824
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",415.0,0.43794202986287595
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",416.0,0.4392062668797934
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",417.0,0.44059820414270273
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",418.0,0.4413614169609777
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",419.0,0.44084013161177926
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",420.0,0.43869614680326807
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",421.0,0.4350479497840383
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",422.0,0.43042828625265916
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",423.0,0.4255503405749344
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",424.0,0.4209988343259945
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",425.0,0.41701374869500046
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",426.0,0.4134779256775446
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",427.0,0.4100946033898218
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",428.0,0.40661479895016533
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",429.0,0.40293999265677166
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",430.0,0.3990412105917133
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",431.0,0.39481129310045615
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",432.0,0.3900267942786943
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",433.0,0.38448132696561804
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",434.0,0.3781798388119281
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",435.0,0.37142321861490973
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",436.0,0.36472412692399214
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",437.0,0.35864104878892133
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",438.0,0.35363521809484383
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",439.0,0.34997137334679773
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",440.0,0.3476378842931689
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",441.0,0.34629906912703873
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",442.0,0.34533443753243537
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",443.0,0.3439955519391204
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",444.0,0.3416352381431123
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",445.0,0.33790873045997954
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",446.0,0.33286324689004265
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",447.0,0.3269004868028459
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",448.0,0.32065264717934816
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",449.0,0.3148259467279278
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",450.0,0.310049381326274
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",451.0,0.30674467533726474
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",452.0,0.30502535689210086
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",453.0,0.304644601993773
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",454.0,0.305026530878433
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",455.0,0.3054022679950931
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",456.0,0.3050214953747981
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",457.0,0.30335563384505015
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",458.0,0.30021020772623047
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",459.0,0.29573280224313275
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",460.0,0.29036488241717584
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",461.0,0.28477082964285627
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",462.0,0.27972322874152633
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",463.0,0.2759211362380039
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",464.0,0.27378264576118566
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",465.0,0.27330730574043105
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",466.0,0.2740829645945846
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",467.0,0.27543215662115283
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",468.0,0.2766188641686206
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",469.0,0.2770225751729353
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",470.0,0.27623691617590707
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",471.0,0.2741086769443522
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",472.0,0.27074692918561427
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",473.0,0.2665056429109486
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",474.0,0.26192409510161546
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",475.0,0.25762305616181225
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",476.0,0.2541833719801386
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",477.0,0.25204065973797934
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",478.0,0.25140930134222617
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",479.0,0.25222968720256594
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",480.0,0.25414174325398964
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",481.0,0.2565159685948787
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",482.0,0.25858137309975804
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",483.0,0.25964717497405365
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",484.0,0.2593417275611386
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",485.0,0.2577504750631693
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",486.0,0.25537262436205604
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",487.0,0.2529109407191417
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",488.0,0.2509941812764643
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",489.0,0.24995616637612525
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",490.0,0.2497545415245979
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",491.0,0.25003628068650297
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",492.0,0.25029309636739766
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",493.0,0.2500300104630462
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",494.0,0.24889155022132192
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",495.0,0.24671975614025643
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",496.0,0.2435423497095426
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",497.0,0.23951764785410573
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",498.0,0.23488613567055588
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",499.0,0.22996145031891868
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",500.0,0.22513460098305876
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",501.0,0.22082257004963163
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",502.0,0.21732514160634894
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",503.0,0.214646176456313
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",504.0,0.212398800813031
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",505.0,0.20988094788182368
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",506.0,0.20630701836534943
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",507.0,0.2011019506500214
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",508.0,0.1941539371399776
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",509.0,0.18594068281169543
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",510.0,0.177449422157445
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",511.0,0.16985941689340797
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",512.0,0.16409494823771026
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",513.0,0.1604690177279475
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",514.0,0.1585968906171909
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",515.0,0.15761502587229828
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",516.0,0.1565880796059844
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",517.0,0.15488055894294792
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",518.0,0.1523100810839513
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",519.0,0.14908217867018705
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",520.0,0.14563094328251577
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",521.0,0.14245416381171994
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",522.0,0.13995785396762822
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",523.0,0.1383234027205297
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",524.0,0.13744504737806654
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",525.0,0.1369806194523519
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",526.0,0.13650583399352129
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",527.0,0.1356998198591008
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",528.0,0.13445982659615036
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",529.0,0.13288370458642207
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",530.0,0.13115355545394536
